-1 1
-0.979798 0.960004
-0.959596 0.920824
-0.939394 0.882461
-0.919192 0.844914
-0.89899 0.808183
-0.878788 0.772268
-0.858586 0.73717
-0.838384 0.702887
-0.818182 0.669421
-0.79798 0.636772
-0.777778 0.604938
-0.757576 0.573921
-0.737374 0.54372
-0.717172 0.514335
-0.69697 0.485767
-0.676768 0.458014
-0.656566 0.431078
-0.636364 0.404959
-0.616162 0.379655
-0.59596 0.355168
-0.575758 0.331497
-0.555556 0.308642
-0.535354 0.286603
-0.515152 0.265381
-0.494949 0.244975
-0.474747 0.225385
-0.454545 0.206612
-0.434343 0.188654
-0.414141 0.171513
-0.393939 0.155188
-0.373737 0.13968
-0.353535 0.124987
-0.333333 0.111111
-0.313131 0.0980512
-0.292929 0.0858076
-0.272727 0.0743802
-0.252525 0.063769
-0.232323 0.0539741
-0.212121 0.0449954
-0.191919 0.036833
-0.171717 0.0294868
-0.151515 0.0229568
-0.131313 0.0172431
-0.111111 0.0123457
-0.0909091 0.00826446
-0.0707071 0.00499949
-0.0505051 0.00255076
-0.030303 0.000918274
-0.010101 0.00010203
0.010101 0.00010203
0.030303 0.000918274
0.0505051 0.00255076
0.0707071 0.00499949
0.0909091 0.00826446
0.111111 0.0123457
0.131313 0.0172431
0.151515 0.0229568
0.171717 0.0294868
0.191919 0.036833
0.212121 0.0449954
0.232323 0.0539741
0.252525 0.063769
0.272727 0.0743802
0.292929 0.0858076
0.313131 0.0980512
0.333333 0.111111
0.353535 0.124987
0.373737 0.13968
0.393939 0.155188
0.414141 0.171513
0.434343 0.188654
0.454545 0.206612
0.474747 0.225385
0.494949 0.244975
0.515152 0.265381
0.535354 0.286603
0.555556 0.308642
0.575758 0.331497
0.59596 0.355168
0.616162 0.379655
0.636364 0.404959
0.656566 0.431078
0.676768 0.458014
0.69697 0.485767
0.717172 0.514335
0.737374 0.54372
0.757576 0.573921
0.777778 0.604938
0.79798 0.636772
0.818182 0.669421
0.838384 0.702887
0.858586 0.73717
0.878788 0.772268
0.89899 0.808183
0.919192 0.844914
0.939394 0.882461
0.959596 0.920824
0.979798 0.960004
1 1
